"table_column_name","description"
S423680,Rooms with Ancillary Kitchen// Exclusive WC// 3 Rooms// Households// Amenities and number of rooms in such households
S423681,Rooms with Ancillary Kitchen// +// 3 Rooms// Households// Amenities and number of rooms in such households
S423682,Rooms with Ancillary Kitchen// 2// 3 Rooms// Households// Amenities and number of rooms in such households
S423683,Rooms with Ancillary Kitchen// -// 3 Rooms// Households// Amenities and number of rooms in such households
S423684,With Ancillary kitchen// 4 Rooms// Households// Amenities and number of rooms in such households
S423685,Rooms with Ancillary Kitchen// both Exclusive// 4 Rooms// Households// Amenities and number of rooms in such households
S423686,Rooms with Ancillary Kitchen// both Other// 4 Rooms// Households// Amenities and number of rooms in such households
S423687,Rooms with Ancillary Kitchen// lacking bath or WC// 4 Rooms// Households// Amenities and number of rooms in such households
S423688,Rooms with Ancillary Kitchen// Exclusive WC// 4 Rooms// Households// Amenities and number of rooms in such households
S423689,Rooms with Ancillary Kitchen// +// 4 Rooms// Households// Amenities and number of rooms in such households
S423690,Rooms with Ancillary Kitchen// 3// 4 Rooms// Households// Amenities and number of rooms in such households
S423691,Rooms with Ancillary Kitchen// -// 4 Rooms// Households// Amenities and number of rooms in such households
S423692,With Ancillary kitchen// 5 Rooms// Households// Amenities and number of rooms in such households
S423693,Rooms with Ancillary Kitchen// both Exclusive// 5 Rooms// Households// Amenities and number of rooms in such households
S423694,Rooms with Ancillary Kitchen// both Other// 5 Rooms// Households// Amenities and number of rooms in such households
S423695,Rooms with Ancillary Kitchen// lacking bath or WC// 5 Rooms// Households// Amenities and number of rooms in such households
S423696,Rooms with Ancillary Kitchen// Exclusive WC// 5 Rooms// Households// Amenities and number of rooms in such households
S423697,Rooms with Ancillary Kitchen// +// 5 Rooms// Households// Amenities and number of rooms in such households
S423698,Rooms with Ancillary Kitchen// 4// 5 Rooms// Households// Amenities and number of rooms in such households
S423699,Rooms with Ancillary Kitchen// -// 5 Rooms// Households// Amenities and number of rooms in such households
S423700,With Ancillary kitchen// 6 Rooms// Households// Amenities and number of rooms in such households
S423701,Rooms with Ancillary Kitchen// both Exclusive// 6 Rooms// Households// Amenities and number of rooms in such households
S423702,Rooms with Ancillary Kitchen// both Other// 6 Rooms// Households// Amenities and number of rooms in such households
S423703,Rooms with Ancillary Kitchen// lacking bath or WC// 6 Rooms// Households// Amenities and number of rooms in such households
S423704,Rooms with Ancillary Kitchen// Exclusive WC// 6 Rooms// Households// Amenities and number of rooms in such households
S423705,Rooms with Ancillary Kitchen// +// 6 Rooms// Households// Amenities and number of rooms in such households
S423706,Rooms with Ancillary Kitchen// 5// 6 Rooms// Households// Amenities and number of rooms in such households
S423707,Rooms with Ancillary Kitchen// -// 6 Rooms// Households// Amenities and number of rooms in such households
S423708,With Ancillary kitchen// 7+ Rooms// Households// Amenities and number of rooms in such households
S423709,Rooms with Ancillary Kitchen// both Exclusive// 7+ Rooms// Households// Amenities and number of rooms in such households
S423710,Rooms with Ancillary Kitchen// both Other// 7+ Rooms// Households// Amenities and number of rooms in such households
S423711,Rooms with Ancillary Kitchen// lacking bath or WC// 7+ Rooms// Households// Amenities and number of rooms in such households
S423712,Rooms with Ancillary Kitchen// Exclusive WC// 7+ Rooms// Households// Amenities and number of rooms in such households
S423713,Rooms with Ancillary Kitchen// +// 7+ Rooms// Households// Amenities and number of rooms in such households
S423714,Rooms with Ancillary Kitchen// 6// 7+ Rooms// Households// Amenities and number of rooms in such households
S423715,Rooms with Ancillary Kitchen// -// 7+ Rooms// Households// Amenities and number of rooms in such households
S423716,With Ancillary kitchen// TOTAL: Rooms// Households// Amenities and number of rooms in such households
S423717,Rooms with Ancillary Kitchen// both Exclusive// TOTAL: Rooms// Households// Amenities and number of rooms in such households
S423718,Rooms with Ancillary Kitchen// both Other// TOTAL: Rooms// Households// Amenities and number of rooms in such households
S423719,Rooms with Ancillary Kitchen// lacking bath or WC// TOTAL: Rooms// Households// Amenities and number of rooms in such households
S423720,Rooms with Ancillary Kitchen// Exclusive WC// TOTAL: Rooms// Households// Amenities and number of rooms in such households
S423721,Rooms with Ancillary Kitchen// +// TOTAL: Rooms// Households// Amenities and number of rooms in such households
S423722,Rooms with Ancillary Kitchen// 7// TOTAL: Rooms// Households// Amenities and number of rooms in such households
S423723,Rooms with Ancillary Kitchen// -// TOTAL: Rooms// Households// Amenities and number of rooms in such households
